Date,Consumption
31/03/2019,296.1522
01/04/2019,333.8172
02/04/2019,326.3004
03/04/2019,350.163
04/04/2019,361.7946
05/04/2019,347.5872
06/04/2019,282.933
07/04/2019,277.6518
08/04/2019,321.5052
09/04/2019,335.5182
10/04/2019,346.1616
11/04/2019,363.5442
12/04/2019,369.684
13/04/2019,330.2046
14/04/2019,325.1826
15/04/2019,344.3472
16/04/2019,333.9306
17/04/2019,327.8394
18/04/2019,293.382
19/04/2019,251.5536
20/04/2019,240.8454
21/04/2019,225.4554
22/04/2019,230.2506
23/04/2019,276.3072
24/04/2019,281.5884
25/04/2019,292.2966
26/04/2019,297.999
27/04/2019,267.5106
28/04/2019,281.3778
29/04/2019,324.0972
30/04/2019,310.6188
01/05/2019,267.462
02/05/2019,312.3036
03/05/2019,321.2946
04/05/2019,297.6426
05/05/2019,295.4556
06/05/2019,337.6728
07/05/2019,333.1854
08/05/2019,324.324
09/05/2019,321.3108
10/05/2019,316.4994
11/05/2019,278.964
12/05/2019,278.4132
13/05/2019,316.3698
14/05/2019,322.0722
15/05/2019,321.57
16/05/2019,323.5626
17/05/2019,304.1874
18/05/2019,258.5196
19/05/2019,254.3076
20/05/2019,304.5114
21/05/2019,308.043
22/05/2019,311.769
23/05/2019,304.5762
24/05/2019,287.9388
25/05/2019,260.334
26/05/2019,243.0324
27/05/2019,298.5012
28/05/2019,311.0076
29/05/2019,301.6764
30/05/2019,249.6744
31/05/2019,262.8612
01/06/2019,235.3536
02/06/2019,224.4672
03/06/2019,278.559
04/06/2019,278.1378
05/06/2019,276.5826
06/06/2019,293.5116
07/06/2019,273.6828
08/06/2019,230.6394
09/06/2019,226.7028
10/06/2019,242.6436
11/06/2019,290.628
12/06/2019,296.784
13/06/2019,295.5528
14/06/2019,287.307
15/06/2019,246.7746
16/06/2019,253.8216
17/06/2019,291.5028
18/06/2019,281.7018
19/06/2019,283.4838
20/06/2019,272.0304
21/06/2019,274.5252
22/06/2019,240.1974
23/06/2019,232.551
24/06/2019,277.1496
25/06/2019,284.3262
26/06/2019,277.4574
27/06/2019,279.936
28/06/2019,277.0686
29/06/2019,230.364
30/06/2019,221.0652
01/07/2019,279.126
02/07/2019,293.1714
03/07/2019,297.1242
04/07/2019,281.2968
05/07/2019,274.7358
06/07/2019,229.311
07/07/2019,235.1916
08/07/2019,289.1376
09/07/2019,294.8238
10/07/2019,294.5808
11/07/2019,300.3966
12/07/2019,279.8712
13/07/2019,236.8116
14/07/2019,236.5362
15/07/2019,288.7974
16/07/2019,293.382
17/07/2019,300.3804
18/07/2019,300.267
19/07/2019,285.444
20/07/2019,234.657
21/07/2019,236.5848
22/07/2019,280.7946
23/07/2019,278.7696
24/07/2019,281.9772
25/07/2019,272.7594
26/07/2019,259.3782
27/07/2019,227.4804
28/07/2019,230.5422
29/07/2019,278.0082
30/07/2019,279.8064
31/07/2019,284.0022
01/08/2019,285.7842
02/08/2019,272.4354
03/08/2019,235.8882
04/08/2019,225.6012
05/08/2019,264.5298
06/08/2019,264.6432
07/08/2019,269.892
08/08/2019,260.8848
09/08/2019,253.0926
10/08/2019,213.5484
11/08/2019,219.105
12/08/2019,283.3056
13/08/2019,286.0272
14/08/2019,281.4264
15/08/2019,255.2148
16/08/2019,252.7686
17/08/2019,215.0712
18/08/2019,213.3378
19/08/2019,268.6608
20/08/2019,283.581
21/08/2019,283.662
22/08/2019,273.7638
23/08/2019,262.1322
24/08/2019,219.2022
25/08/2019,222.3774
26/08/2019,276.3882
27/08/2019,282.6576
28/08/2019,282.852
29/08/2019,283.5
30/08/2019,269.1792
31/08/2019,221.1138
01/09/2019,229.4244
02/09/2019,283.5486
03/09/2019,291.4704
04/09/2019,285.0552
05/09/2019,291.681
06/09/2019,289.5102
07/09/2019,260.2368
08/09/2019,262.7964
09/09/2019,311.3802
10/09/2019,303.9606
11/09/2019,295.2936
12/09/2019,292.3452
13/09/2019,289.8666
14/09/2019,248.8968
15/09/2019,243.2268
16/09/2019,305.2566
17/09/2019,298.2744
18/09/2019,320.3064
19/09/2019,330.7554
20/09/2019,320.0796
21/09/2019,264.1086
22/09/2019,257.661
23/09/2019,317.5848
24/09/2019,319.4802
25/09/2019,326.2194
26/09/2019,314.7012
27/09/2019,294.6294
28/09/2019,242.7084
29/09/2019,242.5464
30/09/2019,302.0004
01/10/2019,317.7954
02/10/2019,322.542
03/10/2019,308.9178
04/10/2019,317.0988
05/10/2019,292.5234
06/10/2019,295.9578
07/10/2019,346.5504
08/10/2019,331.5816
09/10/2019,334.7244
10/10/2019,327.8556
11/10/2019,301.5306
12/10/2019,266.9598
13/10/2019,254.4048
14/10/2019,317.196
15/10/2019,329.5404
16/10/2019,335.5992
17/10/2019,337.3164
18/10/2019,318.9942
19/10/2019,293.544
20/10/2019,293.9976
21/10/2019,340.9614
22/10/2019,348.0408
23/10/2019,346.4046
24/10/2019,337.5756
25/10/2019,319.059
26/10/2019,273.5208
27/10/2019,290.0772
28/10/2019,370.98
29/10/2019,380.7324
30/10/2019,383.9562
31/10/2019,373.5558
01/11/2019,329.994
02/11/2019,289.8342
03/11/2019,300.5424
04/11/2019,361.2276
05/11/2019,373.2642
06/11/2019,384.1668
07/11/2019,382.2552
08/11/2019,380.943
09/11/2019,340.8318
10/11/2019,347.571
11/11/2019,392.7852
12/11/2019,406.1826
13/11/2019,421.3458
14/11/2019,414.7524
15/11/2019,397.5804
16/11/2019,359.2674
17/11/2019,361.0008
18/11/2019,411.1074
19/11/2019,434.7108
20/11/2019,447.9948
21/11/2019,432.7668
22/11/2019,398.115
23/11/2019,342.3708
24/11/2019,352.4472
25/11/2019,414.8658
26/11/2019,391.5702
27/11/2019,368.712
28/11/2019,370.7694
29/11/2019,389.124
30/11/2019,371.385
01/12/2019,380.9916
02/12/2019,444.2202
03/12/2019,444.3012
04/12/2019,447.4278
05/12/2019,442.5516
06/12/2019,394.3404
07/12/2019,333.7362
08/12/2019,322.2018
09/12/2019,398.7468
10/12/2019,424.0674
11/12/2019,437.7402
12/12/2019,426.9024
13/12/2019,410.7348
14/12/2019,346.5504
15/12/2019,339.2118
16/12/2019,401.2902
17/12/2019,374.2362
18/12/2019,390.8088
19/12/2019,366.3144
20/12/2019,344.25
21/12/2019,323.5788
22/12/2019,315.7542
23/12/2019,318.654
24/12/2019,297.2538
25/12/2019,299.133
26/12/2019,313.0488
27/12/2019,337.5432
28/12/2019,343.278
29/12/2019,338.0292
30/12/2019,343.9098
31/12/2019,336.7656
202011,344.9952
202012,380.8296
202013,356.8698
202014,348.2028
202015,357.5502
202016,407.187
202017,411.2046
202018,410.4756
202019,380.5704
2020110,389.4804
2020111,361.3734
2020112,357.9066
2020113,409.4874
2020114,378.513
2020115,376.7472
2020116,401.0796
2020117,395.7012
2020118,375.5484
2020119,390.8898
2020120,459.027
2020121,472.1976
2020122,483.1326
2020123,479.034
2020124,464.859
2020125,406.9764
2020126,382.482
2020127,419.5314
2020128,417.9114
2020129,418.77
2020130,385.884
2020131,350.973
202021,315.7218
202022,332.505
202023,378.837
202024,407.0898
202025,438.5016
202026,451.1862
202027,423.9054
202028,355.1364
202029,318.7998
2020210,376.731
2020211,389.8044
2020212,401.8734
2020213,418.9968
2020214,399.9942
2020215,321.3594
2020216,303.0372
2020217,369.5058
2020218,381.834
2020219,404.8542
2020220,391.6836
2020221,376.326
2020222,317.115
2020223,325.4094
2020224,373.896
2020225,384.6366
2020226,424.2456
2020227,435.132
2020228,389.7882
2020229,321.327
202031,330.804
202032,403.4934
202033,423.9216
202034,426.0438
202035,409.6656
202036,400.3344
202037,352.9656
202038,332.829
202039,393.3846
2020310,371.5308
2020311,353.2086
2020312,355.671
2020313,369.4086
2020314,332.7804
2020315,315.414
2020316,359.7048
2020317,347.1012
2020318,334.6434
2020319,342.8406
2020320,326.5272
2020321,309.0636
2020322,314.199
2020323,355.1688
2020324,349.4502
2020325,345.87
2020326,340.5078
2020327,312.417
2020328,265.8744
2020329,308.2698
2020330,361.422
2020331,360.9198
202041,345.951
202042,326.916
202043,319.0104
202044,278.802
202045,254.4534
202046,278.6886
202047,280.6974
202048,281.1996
202049,267.6888
2020410,242.7894
2020411,230.8824
2020412,215.0226
2020413,243.5346
2020414,303.1668
2020415,297.4158
2020416,294.0948
2020417,286.6914
2020418,251.5374
2020419,252.234
2020420,279.936
2020421,277.506
2020422,283.581
2020423,302.4216
2020424,272.97
2020425,258.6654
2020426,262.0026
2020427,294.3216
2020428,296.703
2020429,295.2936
2020430,280.5516
202051,245.3328
202052,250.7436
202053,254.2914
202054,300.591
202055,312.7896
202056,315.09
202057,312.1254
202058,288.3114
202059,254.421
2020510,244.5552
2020511,314.8956
2020512,330.9012
2020513,336.0528
2020514,333.5742
2020515,312.6276
2020516,264.7242
2020517,256.2678
2020518,289.3968
2020519,301.401
2020520,297.4806
2020521,247.0014
2020522,245.187
2020523,229.554
2020524,230.8014
2020525,292.653
2020526,309.5658
2020527,304.8678
2020528,301.0608
2020529,275.3838
2020530,227.367
2020531,215.3466
202061,222.5394
202062,281.8962
202063,289.8018
202064,295.407
202065,280.6974
202066,239.4846
202067,249.4152
202068,312.2712
202069,315.7056
2020610,307.2978
2020611,276.2262
2020612,259.8156
2020613,229.2138
2020614,242.2224
2020615,301.3524
2020616,307.7676
2020617,305.9046
2020618,308.6586
2020619,293.8032
2020620,245.268
2020621,241.2666
2020622,291.5352
2020623,297.1728
2020624,294.2244
2020625,294.192
2020626,279.2556
2020627,236.034
2020628,235.3698
2020629,283.0302
2020630,282.204
202071,294.5646
202072,310.635
202073,290.1096
202074,231.903
202075,228.7278
202076,287.064
202077,308.0106
202078,314.9604
202079,303.2964
2020710,301.158
2020711,272.403
2020712,266.8788
2020713,304.56
2020714,309.4038
2020715,314.9928
2020716,318.0222
2020717,295.4556
2020718,264.7566
2020719,257.2398
2020720,296.9298
2020721,305.208
2020722,304.8678
2020723,285.2496
2020724,275.0436
2020725,254.7612
2020726,249.4638
2020727,268.8066
2020728,264.6756
2020729,269.4222
2020730,274.752
2020731,255.8466
202081,231.1416
202082,248.2812
202083,284.2128
202084,279.936
202085,273.6504
202086,277.83
202087,267.9318
202088,237.006
202089,238.8852
2020810,279.9846
2020811,275.9508
2020812,268.9686
2020813,274.0068
2020814,272.7108
2020815,249.9012
2020816,245.8674
2020817,287.5338
2020818,292.3776
2020819,290.4012
2020820,276.8256
2020821,258.066
2020822,220.239
2020823,232.8912
2020824,287.8578
2020825,276.696
2020826,260.6418
2020827,290.871
2020828,278.559
2020829,251.6508
2020830,255.1662
2020831,294.5322
202091,303.1992
202092,303.264
202093,293.9814
202094,283.014
202095,237.5892
202096,250.9056
202097,295.1478
202098,292.8474
202099,296.5734
2020910,305.9532
2020911,291.7944
2020912,242.9352
2020913,245.43
2020914,290.5956
2020915,299.9268
2020916,295.2288
2020917,303.0696
2020918,296.379
2020919,262.44
2020920,263.2662
2020921,307.6056
2020922,309.9546
2020923,304.8354
2020924,299.862
2020925,303.3612
2020926,263.1042
2020927,279.1098
2020928,332.7804
2020929,336.5226
2020930,327.4992
2020101,337.4946
2020102,308.7558
2020103,271.6902
2020104,274.6872
2020105,348.5916
2020106,336.474
2020107,333.4122
2020108,327.4668
2020109,339.0822
20201010,290.9844
20201011,301.887
20201012,377.1522
20201013,378.918
20201014,369.9432
20201015,394.794
20201016,388.314
20201017,342.6462
20201018,329.3136
20201019,387.3582
20201020,363.9654
20201021,340.7994
20201022,338.5476
20201023,349.596
20201024,305.4024
20201025,298.7604
20201026,364.986
20201027,358.7166
20201028,350.9406
20201029,350.325
20201030,318.9618
20201031,282.528
2020111,273.132
2020112,308.0268
2020113,356.805
2020114,387.2934
2020115,392.7366
2020116,380.538
2020117,330.0102
2020118,330.2856
2020119,396.2682
20201110,410.9616
20201111,398.6334
20201112,384.3774
20201113,365.2938
20201114,307.9296
20201115,296.8812
20201116,360.5634
20201117,367.74
20201118,358.7004
20201119,373.8312
20201120,418.689
20201121,351.9126
20201122,347.3928
20201123,418.0896
20201124,428.976
20201125,445.5324
20201126,452.466
20201127,441.7092
20201128,395.8308
20201129,407.2194
20201130,456.4188
2020121,456.9696
2020122,471.6954
2020123,450.9108
2020124,437.7564
2020125,401.6142
2020126,398.5524
2020127,447.4278
2020128,457.9254
2020129,470.7558
20201210,471.3228
20201211,441.1098
20201212,386.7426
20201213,373.1346
20201214,411.1398
20201215,413.991
20201216,400.0266
20201217,398.2608
20201218,382.7412
20201219,342.225
20201220,347.166
20201221,356.8374
20201222,335.3724
20201223,326.349
20201224,303.831
20201225,324.8586
20201226,317.0988
20201227,320.355
20201228,363.7872
20201229,365.9094
20201230,362.6694
20201231,348.462
01/01/2021,344.0718
02/01/2021,362.9772
03/01/2021,365.148
04/01/2021,436.0716
05/01/2021,446.634
06/01/2021,447.0228
07/01/2021,462.8178
08/01/2021,460.404
09/01/2021,420.39
10/01/2021,410.4756
11/01/2021,449.0964
12/01/2021,440.2512
13/01/2021,431.7786
14/01/2021,470.6748
15/01/2021,475.3404
16/01/2021,425.574
17/01/2021,419.1912
18/01/2021,440.0244
19/01/2021,413.4564
20/01/2021,387.3906
21/01/2021,375.3864
22/01/2021,400.788
23/01/2021,375.6456
24/01/2021,391.2624
25/01/2021,455.3334
26/01/2021,452.2878
27/01/2021,447.5088
28/01/2021,429.8022
29/01/2021,400.059
30/01/2021,389.8368
31/01/2021,393.9192
01/02/2021,447.3954
02/02/2021,414.2826
03/02/2021,390.7116
04/02/2021,416.34
05/02/2021,402.084
06/02/2021,370.3806
07/02/2021,404.8056
08/02/2021,487.5552
09/02/2021,509.4576
10/02/2021,521.154
11/02/2021,519.8256
12/02/2021,511.2234
13/02/2021,467.9208
14/02/2021,442.8918
15/02/2021,471.2094
16/02/2021,430.9362
17/02/2021,408.24
18/02/2021,397.4346
19/02/2021,384.102
20/02/2021,325.2312
21/02/2021,329.3784
22/02/2021,380.862
23/02/2021,354.3426
24/02/2021,343.9098
25/02/2021,358.3278
26/02/2021,370.8504
27/02/2021,345.8214
28/02/2021,347.5224
01/03/2021,407.43
02/03/2021,407.6406
03/03/2021,395.2152
04/03/2021,404.2548
05/03/2021,415.4004
06/03/2021,363.933
07/03/2021,364.8078
08/03/2021,424.6992
09/03/2021,427.032
10/03/2021,391.1166
11/03/2021,358.506
12/03/2021,351.5724
13/03/2021,318.4272
14/03/2021,331.7436
15/03/2021,384.5394
16/03/2021,407.6244
17/03/2021,426.0438
18/03/2021,430.7418
19/03/2021,414.315
20/03/2021,363.3498
21/03/2021,355.2336
22/03/2021,417.3444
23/03/2021,414.963
24/03/2021,390.177
25/03/2021,375.3702
26/03/2021,336.8466
27/03/2021,303.1992
28/03/2021,303.8796
29/03/2021,331.5654
30/03/2021,344.25
31/03/2021,336.8304
01/04/2021,312.2874
02/04/2021,292.3452
03/04/2021,290.385
04/04/2021,278.64
05/04/2021,311.0886
06/04/2021,383.1624
07/04/2021,383.5188
08/04/2021,381.7044
09/04/2021,353.5002
10/04/2021,323.1414
11/04/2021,313.1298
12/04/2021,397.548
13/04/2021,393.174
14/04/2021,405.081
15/04/2021,397.3374
16/04/2021,377.1684
17/04/2021,327.6774
18/04/2021,328.6656
19/04/2021,367.5456
20/04/2021,353.5326
21/04/2021,331.7436
22/04/2021,338.337
23/04/2021,331.4682
24/04/2021,291.8916
25/04/2021,299.943
26/04/2021,346.9068
27/04/2021,340.1676
28/04/2021,326.3814
29/04/2021,336.2634
30/04/2021,339.795
01/05/2021,279.8064
02/05/2021,296.0388
03/05/2021,324.8424
04/05/2021,315.7056
05/05/2021,335.9718
06/05/2021,356.481
07/05/2021,341.1072
08/05/2021,274.8006
09/05/2021,241.7364
10/05/2021,285.7194
11/05/2021,302.1786
12/05/2021,303.588
13/05/2021,271.5768
14/05/2021,286.3188
15/05/2021,266.9274
16/05/2021,264.3678
17/05/2021,308.9826
18/05/2021,315.3978
19/05/2021,319.221
20/05/2021,308.3184
21/05/2021,283.4676
22/05/2021,250.9218
23/05/2021,243.0648
24/05/2021,255.5712
25/05/2021,305.9856
26/05/2021,306.909
27/05/2021,313.6158
28/05/2021,301.2552
29/05/2021,257.661
30/05/2021,251.748
31/05/2021,282.4632
01/06/2021,276.777
02/06/2021,263.898
03/06/2021,250.5978
04/06/2021,258.0984
05/06/2021,233.3286
06/06/2021,236.682
07/06/2021,291.6648
08/06/2021,291.8592
09/06/2021,289.3644
10/06/2021,283.9374
11/06/2021,263.4282
12/06/2021,220.5468
13/06/2021,223.317
14/06/2021,264.7404
15/06/2021,279.1422
16/06/2021,276.6312
17/06/2021,273.5532
18/06/2021,262.9098
19/06/2021,220.7412
20/06/2021,219.1374
21/06/2021,263.3472
22/06/2021,287.2584
23/06/2021,292.1184
24/06/2021,292.9446
25/06/2021,281.1996
26/06/2021,231.3198
27/06/2021,226.638
28/06/2021,279.9198
29/06/2021,292.0698
30/06/2021,296.217
01/07/2021,298.242
02/07/2021,278.316
03/07/2021,227.6424
04/07/2021,228.2418
05/07/2021,271.7064
06/07/2021,258.147
07/07/2021,283.6296
08/07/2021,293.2038
09/07/2021,276.4692
10/07/2021,232.0326
11/07/2021,232.8588
12/07/2021,278.5752
13/07/2021,282.0096
14/07/2021,277.5708
15/07/2021,277.0686
16/07/2021,257.8878
17/07/2021,218.6514
18/07/2021,219.024
19/07/2021,261.63
20/07/2021,268.4988
21/07/2021,268.515
22/07/2021,267.3486
23/07/2021,250.5654
24/07/2021,209.1258
25/07/2021,210.357
26/07/2021,251.8938
27/07/2021,252.5418
28/07/2021,241.4772
29/07/2021,236.277
30/07/2021,227.9178
31/07/2021,206.145
01/08/2021,210.8916
02/08/2021,239.112
03/08/2021,246.5478
04/08/2021,249.9984
05/08/2021,244.296
06/08/2021,228.987
07/08/2021,209.7252
08/08/2021,205.3512
09/08/2021,232.2756
10/08/2021,242.757
11/08/2021,247.3254
12/08/2021,245.1384
13/08/2021,228.1608
14/08/2021,206.8578
15/08/2021,205.7886
16/08/2021,240.3756
17/08/2021,245.9484
18/08/2021,246.5478
19/08/2021,252.1368
20/08/2021,244.5876
21/08/2021,214.1154
22/08/2021,215.5572
23/08/2021,252.1206
24/08/2021,258.5358
25/08/2021,253.0926
26/08/2021,260.3664
27/08/2021,252.639
28/08/2021,221.2434
29/08/2021,222.7338
30/08/2021,258.9732
31/08/2021,266.9922
01/09/2021,270.6858
02/09/2021,265.0968
03/09/2021,254.583
04/09/2021,219.1374
05/09/2021,219.0726
06/09/2021,263.6388
07/09/2021,265.9716
08/09/2021,262.6182
09/09/2021,267.2514
10/09/2021,265.2588
11/09/2021,222.0048
12/09/2021,220.1256
13/09/2021,269.8434
14/09/2021,266.1174
15/09/2021,272.9052
16/09/2021,276.4368
17/09/2021,262.3752
18/09/2021,217.647
19/09/2021,224.0784
20/09/2021,275.238
21/09/2021,276.0642
22/09/2021,273.8772
23/09/2021,260.7228
24/09/2021,248.2812
25/09/2021,221.5836
26/09/2021,215.1846
27/09/2021,256.9482
28/09/2021,277.83
29/09/2021,268.029
30/09/2021,265.7286
01/10/2021,261.6624
02/10/2021,224.4348
03/10/2021,223.5924
04/10/2021,278.5752
05/10/2021,275.967
06/10/2021,295.1802
07/10/2021,308.1402
08/10/2021,293.6412
09/10/2021,253.3842
10/10/2021,259.5402
11/10/2021,302.7132
12/10/2021,316.8882
13/10/2021,326.7378
14/10/2021,311.8014
15/10/2021,301.5306
16/10/2021,275.2542
17/10/2021,272.241
18/10/2021,310.311
19/10/2021,296.4762
20/10/2021,277.0362
21/10/2021,298.5822
22/10/2021,304.317
23/10/2021,288.846
24/10/2021,281.961
25/10/2021,334.0602
26/10/2021,323.676
27/10/2021,316.5156
28/10/2021,317.7468
29/10/2021,303.7824
30/10/2021,280.0008
31/10/2021,254.016
01/11/2021,296.4438
02/11/2021,362.3778
03/11/2021,374.22
04/11/2021,362.1834
05/11/2021,348.1542
06/11/2021,296.3142
07/11/2021,294.8562
08/11/2021,376.9578
09/11/2021,374.868
10/11/2021,401.0796
11/11/2021,394.9398
12/11/2021,372.033
13/11/2021,328.1148
14/11/2021,323.3196
15/11/2021,399.8322
16/11/2021,398.8116
17/11/2021,369.6192
18/11/2021,349.9038
19/11/2021,335.5992
20/11/2021,302.4378
21/11/2021,325.539
22/11/2021,403.3476
23/11/2021,420.876
24/11/2021,419.2236
25/11/2021,416.502
26/11/2021,393.2226
27/11/2021,365.1804
28/11/2021,367.7724
29/11/2021,423.63
30/11/2021,386.0946
01/12/2021,367.4808
02/12/2021,419.9364
03/12/2021,396.3816
04/12/2021,352.1718
05/12/2021,363.9654
06/12/2021,426.0114
07/12/2021,417.0204
08/12/2021,418.1544
09/12/2021,433.593
10/12/2021,421.2972
11/12/2021,369.6192
12/12/2021,341.739
13/12/2021,395.1666
14/12/2021,397.7424
15/12/2021,388.8
16/12/2021,392.8176
17/12/2021,384.3126
18/12/2021,340.7184
19/12/2021,331.4844
20/12/2021,423.0144
21/12/2021,437.9022
22/12/2021,420.5358
23/12/2021,354.1158
24/12/2021,293.0094
25/12/2021,305.8236
26/12/2021,313.1946
27/12/2021,330.2694
28/12/2021,311.3802
29/12/2021,299.7648
30/12/2021,269.2926
31/12/2021,245.5434
01/01/2022,246.6612
02/01/2022,263.898
03/01/2022,316.3698
04/01/2022,348.6078
05/01/2022,360.4338
06/01/2022,381.9312
07/01/2022,374.0418
08/01/2022,337.1706
09/01/2022,348.7536
10/01/2022,432.5724
11/01/2022,439.5384
12/01/2022,434.6784
13/01/2022,420.5682
14/01/2022,418.7862
15/01/2022,377.6868
16/01/2022,344.5254
17/01/2022,395.442
18/01/2022,421.6536
19/01/2022,390.6468
20/01/2022,401.5656
21/01/2022,400.5774
22/01/2022,368.4366
23/01/2022,369.3276
24/01/2022,433.593
25/01/2022,440.9154
26/01/2022,419.337
27/01/2022,392.7528
28/01/2022,382.9356
29/01/2022,317.4552
30/01/2022,325.5066
31/01/2022,391.554
01/02/2022,373.329
02/02/2022,377.46
03/02/2022,377.1846
04/02/2022,351.297
05/02/2022,314.523
06/02/2022,314.361
07/02/2022,370.008
08/02/2022,352.2852
09/02/2022,376.7634
10/02/2022,372.276
11/02/2022,378.108
12/02/2022,330.1884
13/02/2022,310.392
14/02/2022,346.9392
15/02/2022,354.861
16/02/2022,341.7876
17/02/2022,338.3856
18/02/2022,335.5182
19/02/2022,303.0696
20/02/2022,296.46
21/02/2022,355.6386
22/02/2022,357.6312
23/02/2022,358.182
24/02/2022,352.8036
25/02/2022,359.154
26/02/2022,331.5168
27/02/2022,325.0206
28/02/2022,372.7134
01/03/2022,395.4744
02/03/2022,393.903
03/03/2022,377.1522
04/03/2022,375.5646
05/03/2022,328.7466
06/03/2022,338.0778
07/03/2022,390.177
08/03/2022,363.5928
09/03/2022,349.1586
10/03/2022,327.5478
11/03/2022,310.6998
12/03/2022,277.182
13/03/2022,277.8138
14/03/2022,343.845
15/03/2022,357.8418
16/03/2022,326.673
17/03/2022,344.9628
18/03/2022,327.8232
19/03/2022,274.509
20/03/2022,277.0686
21/03/2022,332.9748
22/03/2022,333.3798
23/03/2022,328.1148
24/03/2022,327.0942
25/03/2022,299.4084
26/03/2022,249.7068
27/03/2022,265.3398
28/03/2022,308.286
29/03/2022,326.4624
30/03/2022,340.4592
31/03/2022,342.4356
01/04/2022,345.9348
02/04/2022,318.3462
03/04/2022,299.4084
04/04/2022,331.2576
05/04/2022,322.4286
06/04/2022,296.3142
07/04/2022,302.4702
08/04/2022,316.2564
09/04/2022,280.6002
10/04/2022,286.821
11/04/2022,309.8574
12/04/2022,286.4646
13/04/2022,290.5956
14/04/2022,269.1306
15/04/2022,244.5714
16/04/2022,235.7262
17/04/2022,224.3862
18/04/2022,236.8278
19/04/2022,277.911
20/04/2022,282.8844
21/04/2022,278.397
22/04/2022,257.4018
23/04/2022,222.7824
24/04/2022,233.199
25/04/2022,298.323
26/04/2022,302.94
27/04/2022,293.0904
28/04/2022,276.7446
29/04/2022,266.7006
30/04/2022,229.6998
01/05/2022,223.317
02/05/2022,267.5268
03/05/2022,278.8668
04/05/2022,282.7548
05/05/2022,278.7048
06/05/2022,266.1174
07/05/2022,217.9872
08/05/2022,222.7986
09/05/2022,260.3826
10/05/2022,251.343
11/05/2022,244.2312
12/05/2022,251.667
13/05/2022,239.8572
14/05/2022,211.9446
15/05/2022,208.5102
16/05/2022,248.832
17/05/2022,259.5726
18/05/2022,250.1766
19/05/2022,251.1
20/05/2022,234.2358
21/05/2022,205.8048
22/05/2022,212.949
23/05/2022,246.807
24/05/2022,257.742
25/05/2022,237.1194
26/05/2022,208.8018
27/05/2022,218.1168
28/05/2022,208.9152
29/05/2022,224.3862
30/05/2022,273.051
31/05/2022,269.3088
01/06/2022,267.3324
02/06/2022,260.3502
03/06/2022,240.3918
04/06/2022,199.584
05/06/2022,186.9966
06/06/2022,198.1746
07/06/2022,249.318
08/06/2022,252.3798
09/06/2022,250.4844
10/06/2022,234.3816
11/06/2022,197.8344
12/06/2022,200.1996
13/06/2022,241.4934
14/06/2022,253.8702
15/06/2022,244.8468
16/06/2022,213.759
17/06/2022,210.0492
18/06/2022,182.8656
19/06/2022,189.702
20/06/2022,237.2328
21/06/2022,244.9764
22/06/2022,250.209
23/06/2022,234.6408
24/06/2022,229.3758
25/06/2022,188.1144
26/06/2022,195.3396
27/06/2022,239.5656
28/06/2022,236.6658
29/06/2022,245.673
30/06/2022,244.3608
01/07/2022,226.3788
02/07/2022,189.1188
03/07/2022,188.7462
04/07/2022,226.1034
05/07/2022,228.7764
06/07/2022,222.183
07/07/2022,223.1712
08/07/2022,213.9048
09/07/2022,183.789
10/07/2022,186.3324
11/07/2022,236.1636
12/07/2022,230.1372
13/07/2022,225.018
14/07/2022,218.295
15/07/2022,213.6942
16/07/2022,177.7626
17/07/2022,186.624
18/07/2022,231.9354
19/07/2022,221.535
20/07/2022,222.8958
21/07/2022,237.2328
22/07/2022,227.6262
23/07/2022,184.0482
24/07/2022,176.499
25/07/2022,199.908
26/07/2022,222.6042
27/07/2022,220.0932
28/07/2022,213.5808
29/07/2022,205.6266
30/07/2022,168.4962
31/07/2022,169.29
01/08/2022,206.6958
02/08/2022,198.126
03/08/2022,202.662
04/08/2022,205.2378
05/08/2022,190.7226
06/08/2022,165.6936
07/08/2022,165.2724
08/08/2022,193.1526
09/08/2022,195.3072
10/08/2022,197.2188
11/08/2022,201.2364
12/08/2022,193.7034
13/08/2022,165.5154
14/08/2022,160.8174
15/08/2022,201.4794
16/08/2022,219.2832
17/08/2022,225.1638
18/08/2022,224.208
19/08/2022,212.8194
20/08/2022,169.0146
21/08/2022,182.3958
22/08/2022,223.5114
23/08/2022,221.778
24/08/2022,223.6572
25/08/2022,220.6764
26/08/2022,221.1138
27/08/2022,178.4916
28/08/2022,170.2782
29/08/2022,218.1492
30/08/2022,218.7486
31/08/2022,226.5408
01/09/2022,226.719
02/09/2022,196.7328
03/09/2022,161.109
04/09/2022,165.6774
05/09/2022,222.8634
06/09/2022,213.2892
07/09/2022,220.0122
08/09/2022,211.9284
09/09/2022,218.9268
10/09/2022,181.4886
11/09/2022,185.9436
12/09/2022,220.2228
13/09/2022,225.0342
14/09/2022,229.0356
15/09/2022,212.5926
16/09/2022,204.8652
17/09/2022,183.87
18/09/2022,187.8066
19/09/2022,245.43
20/09/2022,252.639
21/09/2022,255.9114
22/09/2022,251.6022
23/09/2022,236.8926
24/09/2022,192.213
25/09/2022,198.45
26/09/2022,248.2164
27/09/2022,247.536
28/09/2022,260.6094
29/09/2022,258.0822
30/09/2022,242.595
01/10/2022,188.0658
02/10/2022,190.6092
03/10/2022,210.3246
