Resolution,Datetime,Price
10MIN,2021-11-15 14:00:00,79.025
10MIN,2021-11-15 14:10:00,78.675
10MIN,2021-11-15 14:20:00,78.775
10MIN,2021-11-15 14:30:00,78.55
10MIN,2021-11-15 14:40:00,78.6
10MIN,2021-11-15 14:50:00,78.6
10MIN,2021-11-15 15:00:00,78.975
10MIN,2021-11-15 15:10:00,78.675
10MIN,2021-11-15 15:20:00,78.925
10MIN,2021-11-15 15:30:00,79.4
10MIN,2021-11-15 15:40:00,79.85
10MIN,2021-11-15 15:50:00,79.6
10MIN,2021-11-15 16:00:00,79.55
10MIN,2021-11-15 16:10:00,79.675
10MIN,2021-11-15 16:20:00,79.55
10MIN,2021-11-15 16:30:00,79.85
10MIN,2021-11-15 16:40:00,80.5
10MIN,2021-11-15 16:50:00,80.5
10MIN,2021-11-16 07:00:00,NULL
10MIN,2021-11-16 07:10:00,NULL
10MIN,2021-11-16 07:20:00,82.875
10MIN,2021-11-16 07:30:00,NULL
10MIN,2021-11-16 07:40:00,82.725
10MIN,2021-11-16 07:50:00,NULL
10MIN,2021-11-16 08:00:00,82.95
10MIN,2021-11-16 08:10:00,83.75
10MIN,2021-11-16 08:20:00,83.75
10MIN,2021-11-16 08:30:00,83.75
10MIN,2021-11-16 08:40:00,83.7
10MIN,2021-11-16 08:50:00,83.75
10MIN,2021-11-16 09:00:00,83.3
10MIN,2021-11-16 09:10:00,83.375
10MIN,2021-11-16 09:20:00,83.475
10MIN,2021-11-16 09:30:00,87.4
10MIN,2021-11-16 09:40:00,87.025
10MIN,2021-11-16 09:50:00,87.2
10MIN,2021-11-16 10:00:00,88
10MIN,2021-11-16 10:10:00,87.65
10MIN,2021-11-16 10:20:00,87
10MIN,2021-11-16 10:30:00,87.025
10MIN,2021-11-16 10:40:00,87
10MIN,2021-11-16 10:50:00,86.8
10MIN,2021-11-16 11:00:00,86.75
10MIN,2021-11-16 11:10:00,86.7
10MIN,2021-11-16 11:20:00,86.9
10MIN,2021-11-16 11:30:00,87.025
10MIN,2021-11-16 11:40:00,87.2
10MIN,2021-11-16 11:50:00,87.2
10MIN,2021-11-16 12:00:00,87.15
10MIN,2021-11-16 12:10:00,87.4
10MIN,2021-11-16 12:20:00,87.575
10MIN,2021-11-16 12:30:00,87.35
10MIN,2021-11-16 12:40:00,87.4
10MIN,2021-11-16 12:50:00,87.325
10MIN,2021-11-16 13:00:00,87.2
10MIN,2021-11-16 13:10:00,87.15
10MIN,2021-11-16 13:20:00,87.15
10MIN,2021-11-16 13:30:00,87.675
10MIN,2021-11-16 13:40:00,87.5
10MIN,2021-11-16 13:50:00,87.65
10MIN,2021-11-16 14:00:00,87.575
10MIN,2021-11-16 14:10:00,87.625
10MIN,2021-11-16 14:20:00,87.7
10MIN,2021-11-16 14:30:00,88.125
10MIN,2021-11-16 14:40:00,88.275
10MIN,2021-11-16 14:50:00,88.65
10MIN,2021-11-16 15:00:00,88.45
10MIN,2021-11-16 15:10:00,89.65
10MIN,2021-11-16 15:20:00,89.975
10MIN,2021-11-16 15:30:00,91
10MIN,2021-11-16 15:40:00,92
10MIN,2021-11-16 15:50:00,91.6
10MIN,2021-11-16 16:00:00,93.4
10MIN,2021-11-16 16:10:00,93.525
10MIN,2021-11-16 16:20:00,93.6
10MIN,2021-11-16 16:30:00,93.525
10MIN,2021-11-16 16:40:00,93.5
10MIN,2021-11-16 16:50:00,94.4
10MIN,2021-11-17 07:00:00,NULL
10MIN,2021-11-17 07:10:00,98
10MIN,2021-11-17 07:20:00,99.25
10MIN,2021-11-17 07:30:00,98.25
10MIN,2021-11-17 07:40:00,NULL
10MIN,2021-11-17 07:50:00,97.75
10MIN,2021-11-17 08:00:00,97.25
10MIN,2021-11-17 08:10:00,97
10MIN,2021-11-17 08:20:00,97.75
10MIN,2021-11-17 08:30:00,98
10MIN,2021-11-17 08:40:00,97.65
10MIN,2021-11-17 08:50:00,97.5
10MIN,2021-11-17 09:00:00,97.175
10MIN,2021-11-17 09:10:00,97.4
10MIN,2021-11-17 09:20:00,97.675
10MIN,2021-11-17 09:30:00,100.5
10MIN,2021-11-17 09:40:00,99.875
10MIN,2021-11-17 09:50:00,100.775
10MIN,2021-11-17 10:00:00,100.075
10MIN,2021-11-17 10:10:00,100.125
10MIN,2021-11-17 10:20:00,99.8
10MIN,2021-11-17 10:30:00,99.7
10MIN,2021-11-17 10:40:00,98.825
10MIN,2021-11-17 10:50:00,99
10MIN,2021-11-17 11:00:00,98.8
10MIN,2021-11-17 11:10:00,99.05
10MIN,2021-11-17 11:20:00,99.125
10MIN,2021-11-17 11:30:00,99.4
10MIN,2021-11-17 11:40:00,99.25
10MIN,2021-11-17 11:50:00,98.85
10MIN,2021-11-17 12:00:00,98.4
10MIN,2021-11-17 12:10:00,98
10MIN,2021-11-17 12:20:00,98.175
10MIN,2021-11-17 12:30:00,98.15
10MIN,2021-11-17 12:40:00,98.3
10MIN,2021-11-17 12:50:00,99
10MIN,2021-11-17 13:00:00,99.725
10MIN,2021-11-17 13:10:00,99.9
10MIN,2021-11-17 13:20:00,100.35
10MIN,2021-11-17 13:30:00,100.325
10MIN,2021-11-17 13:40:00,99.725
10MIN,2021-11-17 13:50:00,99.35
10MIN,2021-11-17 14:00:00,99.95
10MIN,2021-11-17 14:10:00,99.9
10MIN,2021-11-17 14:20:00,99.8
10MIN,2021-11-17 14:30:00,99.75
10MIN,2021-11-17 14:40:00,99.225
10MIN,2021-11-17 14:50:00,99.65
10MIN,2021-11-17 15:00:00,99.625
10MIN,2021-11-17 15:10:00,99.725
10MIN,2021-11-17 15:20:00,99.65
10MIN,2021-11-17 15:30:00,98
10MIN,2021-11-17 15:40:00,98.275
10MIN,2021-11-17 15:50:00,95.75
10MIN,2021-11-17 16:00:00,93.675
10MIN,2021-11-17 16:10:00,94
10MIN,2021-11-17 16:20:00,93.1
10MIN,2021-11-17 16:30:00,93.025
10MIN,2021-11-17 16:40:00,93.075
10MIN,2021-11-17 16:50:00,94.3
10MIN,2021-11-18 07:00:00,NULL
10MIN,2021-11-18 07:10:00,92.5
10MIN,2021-11-18 07:20:00,93.5
10MIN,2021-11-18 07:30:00,93.6
10MIN,2021-11-18 07:40:00,NULL
10MIN,2021-11-18 07:50:00,92.45
10MIN,2021-11-18 08:00:00,92.3
10MIN,2021-11-18 08:10:00,93.475
10MIN,2021-11-18 08:20:00,92.875
10MIN,2021-11-18 08:30:00,93.2
10MIN,2021-11-18 08:40:00,93.6
10MIN,2021-11-18 08:50:00,93.05
10MIN,2021-11-18 09:00:00,92.7
10MIN,2021-11-18 09:10:00,92.275
10MIN,2021-11-18 09:20:00,91.4
10MIN,2021-11-18 09:30:00,91.25
10MIN,2021-11-18 09:40:00,90.35
10MIN,2021-11-18 09:50:00,90.8
10MIN,2021-11-18 10:00:00,91
10MIN,2021-11-18 10:10:00,91.2
10MIN,2021-11-18 10:20:00,91.25
10MIN,2021-11-18 10:30:00,91
10MIN,2021-11-18 10:40:00,91.3
10MIN,2021-11-18 10:50:00,91.4
10MIN,2021-11-18 11:00:00,91.775
10MIN,2021-11-18 11:10:00,92
10MIN,2021-11-18 11:20:00,91.9
10MIN,2021-11-18 11:30:00,91.85
10MIN,2021-11-18 11:40:00,91.65
10MIN,2021-11-18 11:50:00,91.525
10MIN,2021-11-18 12:00:00,91.4
10MIN,2021-11-18 12:10:00,91.1
10MIN,2021-11-18 12:20:00,91.275
10MIN,2021-11-18 12:30:00,91.35
10MIN,2021-11-18 12:40:00,91.3
10MIN,2021-11-18 12:50:00,91.9
10MIN,2021-11-18 13:00:00,92.2
10MIN,2021-11-18 13:10:00,92.35
10MIN,2021-11-18 13:20:00,92.15
10MIN,2021-11-18 13:30:00,92.5
10MIN,2021-11-18 13:40:00,92.825
10MIN,2021-11-18 13:50:00,92.775
10MIN,2021-11-18 14:00:00,92.5
10MIN,2021-11-18 14:10:00,92.7
10MIN,2021-11-18 14:20:00,92.85
10MIN,2021-11-18 14:30:00,92.8
10MIN,2021-11-18 14:40:00,93.05
10MIN,2021-11-18 14:50:00,93.7
10MIN,2021-11-18 15:00:00,94.2
10MIN,2021-11-18 15:10:00,93.8
10MIN,2021-11-18 15:20:00,93.95
10MIN,2021-11-18 15:30:00,93.3
10MIN,2021-11-18 15:40:00,93.775
10MIN,2021-11-18 15:50:00,94.25
10MIN,2021-11-18 16:00:00,93.9
10MIN,2021-11-18 16:10:00,93.85
10MIN,2021-11-18 16:20:00,91.55
10MIN,2021-11-18 16:30:00,90.775
10MIN,2021-11-18 16:40:00,91.5
10MIN,2021-11-18 16:50:00,91.6
10MIN,2021-11-19 07:00:00,NULL
10MIN,2021-11-19 07:10:00,NULL
10MIN,2021-11-19 07:20:00,NULL
10MIN,2021-11-19 07:30:00,NULL
10MIN,2021-11-19 07:40:00,NULL
10MIN,2021-11-19 07:50:00,NULL
10MIN,2021-11-19 08:00:00,89.475
10MIN,2021-11-19 08:10:00,90.05
10MIN,2021-11-19 08:20:00,90.3
10MIN,2021-11-19 08:30:00,90.2
10MIN,2021-11-19 08:40:00,90
10MIN,2021-11-19 08:50:00,90.5
10MIN,2021-11-19 09:00:00,90.525
10MIN,2021-11-19 09:10:00,90.4
10MIN,2021-11-19 09:20:00,90.5
10MIN,2021-11-19 09:30:00,89.475
10MIN,2021-11-19 09:40:00,88.8
10MIN,2021-11-19 09:50:00,89.025
10MIN,2021-11-19 10:00:00,87.925
10MIN,2021-11-19 10:10:00,88.575
10MIN,2021-11-19 10:20:00,88.95
10MIN,2021-11-19 10:30:00,88.675
10MIN,2021-11-19 10:40:00,88.875
10MIN,2021-11-19 10:50:00,89.375
10MIN,2021-11-19 11:00:00,89.025
10MIN,2021-11-19 11:10:00,89.2
10MIN,2021-11-19 11:20:00,89.05
10MIN,2021-11-19 11:30:00,88.575
10MIN,2021-11-19 11:40:00,88.6
10MIN,2021-11-19 11:50:00,88.3
10MIN,2021-11-19 12:00:00,88.3
10MIN,2021-11-19 12:10:00,87.95
10MIN,2021-11-19 12:20:00,87.95
10MIN,2021-11-19 12:30:00,88.075
10MIN,2021-11-19 12:40:00,88.1
10MIN,2021-11-19 12:50:00,88.05
10MIN,2021-11-19 13:00:00,88.1
10MIN,2021-11-19 13:10:00,88.025
10MIN,2021-11-19 13:20:00,88.5
10MIN,2021-11-19 13:30:00,88.5
10MIN,2021-11-19 13:40:00,88.3
10MIN,2021-11-19 13:50:00,88.425
10MIN,2021-11-19 14:00:00,88.325
10MIN,2021-11-19 14:10:00,88.425
10MIN,2021-11-19 14:20:00,88.5
10MIN,2021-11-19 14:30:00,87.2
10MIN,2021-11-19 14:40:00,85.6
10MIN,2021-11-19 14:50:00,86.8
10MIN,2021-11-19 15:00:00,86.5
10MIN,2021-11-19 15:10:00,85.85
10MIN,2021-11-19 15:20:00,86.05
10MIN,2021-11-19 15:30:00,87.1
10MIN,2021-11-19 15:40:00,86.6
10MIN,2021-11-19 15:50:00,86.475
10MIN,2021-11-19 16:00:00,86.825
10MIN,2021-11-19 16:10:00,87.75
10MIN,2021-11-19 16:20:00,86.475
10MIN,2021-11-19 16:30:00,86.5
10MIN,2021-11-19 16:40:00,86.3
10MIN,2021-11-19 16:50:00,86.1
10MIN,2021-11-22 07:00:00,NULL
10MIN,2021-11-22 07:10:00,85.7
10MIN,2021-11-22 07:20:00,85.5
10MIN,2021-11-22 07:30:00,86.525
10MIN,2021-11-22 07:40:00,85.5
10MIN,2021-11-22 07:50:00,86.25
10MIN,2021-11-22 08:00:00,87.1
10MIN,2021-11-22 08:10:00,86.5
10MIN,2021-11-22 08:20:00,86.8
10MIN,2021-11-22 08:30:00,86.8
10MIN,2021-11-22 08:40:00,86.55
10MIN,2021-11-22 08:50:00,85.6
10MIN,2021-11-22 09:00:00,83.4
10MIN,2021-11-22 09:10:00,83.85
10MIN,2021-11-22 09:20:00,83
10MIN,2021-11-22 09:30:00,82.05
10MIN,2021-11-22 09:40:00,81.975
10MIN,2021-11-22 09:50:00,82
10MIN,2021-11-22 10:00:00,82.6
10MIN,2021-11-22 10:10:00,82.475
10MIN,2021-11-22 10:20:00,82.275
10MIN,2021-11-22 10:30:00,82.2
10MIN,2021-11-22 10:40:00,82.775
10MIN,2021-11-22 10:50:00,82.825
10MIN,2021-11-22 11:00:00,82.875
10MIN,2021-11-22 11:10:00,82.7
10MIN,2021-11-22 11:20:00,82.6
10MIN,2021-11-22 11:30:00,83.325
10MIN,2021-11-22 11:40:00,83.9
10MIN,2021-11-22 11:50:00,83.875
10MIN,2021-11-22 12:00:00,84.1
10MIN,2021-11-22 12:10:00,84.25
10MIN,2021-11-22 12:20:00,84.2
10MIN,2021-11-22 12:30:00,84.4
10MIN,2021-11-22 12:40:00,84.575
10MIN,2021-11-22 12:50:00,85.05
10MIN,2021-11-22 13:00:00,85.225
10MIN,2021-11-22 13:10:00,85.475
10MIN,2021-11-22 13:20:00,85.2
10MIN,2021-11-22 13:30:00,85
10MIN,2021-11-22 13:40:00,85.05
10MIN,2021-11-22 13:50:00,85.3
10MIN,2021-11-22 14:00:00,85.775
10MIN,2021-11-22 14:10:00,85.1
10MIN,2021-11-22 14:20:00,85.625
10MIN,2021-11-22 14:30:00,85.7
10MIN,2021-11-22 14:40:00,85.4
10MIN,2021-11-22 14:50:00,85.625
10MIN,2021-11-22 15:00:00,85.5
10MIN,2021-11-22 15:10:00,85.125
10MIN,2021-11-22 15:20:00,84
10MIN,2021-11-22 15:30:00,84.2
10MIN,2021-11-22 15:40:00,85
10MIN,2021-11-22 15:50:00,85.85
10MIN,2021-11-22 16:00:00,84
10MIN,2021-11-22 16:10:00,84.3
10MIN,2021-11-22 16:20:00,83.95
10MIN,2021-11-22 16:30:00,84.4
10MIN,2021-11-22 16:40:00,84.45
10MIN,2021-11-22 16:50:00,84.5
10MIN,2021-11-23 07:00:00,NULL
10MIN,2021-11-23 07:10:00,NULL
10MIN,2021-11-23 07:20:00,NULL
10MIN,2021-11-23 07:30:00,NULL
10MIN,2021-11-23 07:40:00,84.425
10MIN,2021-11-23 07:50:00,84.725
10MIN,2021-11-23 08:00:00,85
10MIN,2021-11-23 08:10:00,85.75
10MIN,2021-11-23 08:20:00,86
10MIN,2021-11-23 08:30:00,87
10MIN,2021-11-23 08:40:00,86.85
10MIN,2021-11-23 08:50:00,87.125
10MIN,2021-11-23 09:00:00,87.85
10MIN,2021-11-23 09:10:00,88.475
10MIN,2021-11-23 09:20:00,88.45
10MIN,2021-11-23 09:30:00,89.75
10MIN,2021-11-23 09:40:00,89.75
10MIN,2021-11-23 09:50:00,89.4
10MIN,2021-11-23 10:00:00,89.425
10MIN,2021-11-23 10:10:00,89.35
10MIN,2021-11-23 10:20:00,89.3
10MIN,2021-11-23 10:30:00,88.9
10MIN,2021-11-23 10:40:00,89
10MIN,2021-11-23 10:50:00,89.1
10MIN,2021-11-23 11:00:00,89.375
10MIN,2021-11-23 11:10:00,89.025
10MIN,2021-11-23 11:20:00,88.9
10MIN,2021-11-23 11:30:00,89.1
10MIN,2021-11-23 11:40:00,89.175
10MIN,2021-11-23 11:50:00,89.275
10MIN,2021-11-23 12:00:00,89.375
10MIN,2021-11-23 12:10:00,89.55
10MIN,2021-11-23 12:20:00,89.55
10MIN,2021-11-23 12:30:00,90
10MIN,2021-11-23 12:40:00,89.9
10MIN,2021-11-23 12:50:00,90.25
10MIN,2021-11-23 13:00:00,90.75
10MIN,2021-11-23 13:10:00,90.975
10MIN,2021-11-23 13:20:00,91.575
10MIN,2021-11-23 13:30:00,91.325
10MIN,2021-11-23 13:40:00,91.3
10MIN,2021-11-23 13:50:00,90.65
10MIN,2021-11-23 14:00:00,91
10MIN,2021-11-23 14:10:00,91.85
10MIN,2021-11-23 14:20:00,91.825
10MIN,2021-11-23 14:30:00,91.875
10MIN,2021-11-23 14:40:00,92.475
10MIN,2021-11-23 14:50:00,92.35
10MIN,2021-11-23 15:00:00,92.25
10MIN,2021-11-23 15:10:00,92.1
10MIN,2021-11-23 15:20:00,92.3
10MIN,2021-11-23 15:30:00,92
10MIN,2021-11-23 15:40:00,91.8
10MIN,2021-11-23 15:50:00,90.8
10MIN,2021-11-23 16:00:00,91.15
10MIN,2021-11-23 16:10:00,91.075
10MIN,2021-11-23 16:20:00,91.25
10MIN,2021-11-23 16:30:00,91.7
10MIN,2021-11-23 16:40:00,92.1
10MIN,2021-11-23 16:50:00,91.875
10MIN,2021-11-24 07:00:00,NULL
10MIN,2021-11-24 07:10:00,NULL
10MIN,2021-11-24 07:20:00,91
10MIN,2021-11-24 07:30:00,NULL
10MIN,2021-11-24 07:40:00,NULL
10MIN,2021-11-24 07:50:00,90.5
10MIN,2021-11-24 08:00:00,91
10MIN,2021-11-24 08:10:00,91.4
10MIN,2021-11-24 08:20:00,91.75
10MIN,2021-11-24 08:30:00,92.825
10MIN,2021-11-24 08:40:00,92.15
10MIN,2021-11-24 08:50:00,91.85
10MIN,2021-11-24 09:00:00,91.7
10MIN,2021-11-24 09:10:00,91.8
10MIN,2021-11-24 09:20:00,91.5
10MIN,2021-11-24 09:30:00,91.825
10MIN,2021-11-24 09:40:00,92.1
10MIN,2021-11-24 09:50:00,91.5
10MIN,2021-11-24 10:00:00,91.5
10MIN,2021-11-24 10:10:00,90.825
10MIN,2021-11-24 10:20:00,91.1
10MIN,2021-11-24 10:30:00,91.075
10MIN,2021-11-24 10:40:00,91.2
10MIN,2021-11-24 10:50:00,91.3
10MIN,2021-11-24 11:00:00,91.275
10MIN,2021-11-24 11:10:00,91.5
10MIN,2021-11-24 11:20:00,91.525
10MIN,2021-11-24 11:30:00,91.45
10MIN,2021-11-24 11:40:00,91.4
10MIN,2021-11-24 11:50:00,91.3
10MIN,2021-11-24 12:00:00,91.8
10MIN,2021-11-24 12:10:00,91.825
10MIN,2021-11-24 12:20:00,91.65
10MIN,2021-11-24 12:30:00,91.8
10MIN,2021-11-24 12:40:00,92.275
10MIN,2021-11-24 12:50:00,92
10MIN,2021-11-24 13:00:00,92
10MIN,2021-11-24 13:10:00,91.925
10MIN,2021-11-24 13:20:00,91.9
10MIN,2021-11-24 13:30:00,91.9
10MIN,2021-11-24 13:40:00,91.725
10MIN,2021-11-24 13:50:00,91.45
10MIN,2021-11-24 14:00:00,91.65
10MIN,2021-11-24 14:10:00,91.575
10MIN,2021-11-24 14:20:00,92.875
10MIN,2021-11-24 14:30:00,92.15
10MIN,2021-11-24 14:40:00,92.45
10MIN,2021-11-24 14:50:00,92.7
10MIN,2021-11-24 15:00:00,92.6
10MIN,2021-11-24 15:10:00,92.65
10MIN,2021-11-24 15:20:00,93.6
10MIN,2021-11-24 15:30:00,94.05
10MIN,2021-11-24 15:40:00,93.4
10MIN,2021-11-24 15:50:00,93.45
10MIN,2021-11-24 16:00:00,94.1
10MIN,2021-11-24 16:10:00,94.075
10MIN,2021-11-24 16:20:00,93.25
10MIN,2021-11-24 16:30:00,93.15
10MIN,2021-11-24 16:40:00,93.175
10MIN,2021-11-24 16:50:00,93.1
10MIN,2021-11-25 07:00:00,NULL
10MIN,2021-11-25 07:10:00,NULL
10MIN,2021-11-25 07:20:00,NULL
10MIN,2021-11-25 07:30:00,NULL
10MIN,2021-11-25 07:40:00,91.7
10MIN,2021-11-25 07:50:00,90
10MIN,2021-11-25 08:00:00,89.9
10MIN,2021-11-25 08:10:00,90.125
10MIN,2021-11-25 08:20:00,90.15
10MIN,2021-11-25 08:30:00,90.7
10MIN,2021-11-25 08:40:00,90.9
10MIN,2021-11-25 08:50:00,91
10MIN,2021-11-25 09:00:00,91.25
10MIN,2021-11-25 09:10:00,92
10MIN,2021-11-25 09:20:00,92.5
10MIN,2021-11-25 09:30:00,92.95
10MIN,2021-11-25 09:40:00,92.8
10MIN,2021-11-25 09:50:00,92.6
10MIN,2021-11-25 10:00:00,92.65
10MIN,2021-11-25 10:10:00,92.55
10MIN,2021-11-25 10:20:00,92.9
10MIN,2021-11-25 10:30:00,93.15
10MIN,2021-11-25 10:40:00,93.5
10MIN,2021-11-25 10:50:00,93.45
10MIN,2021-11-25 11:00:00,94.3
10MIN,2021-11-25 11:10:00,94.375
10MIN,2021-11-25 11:20:00,93.8
10MIN,2021-11-25 11:30:00,94
10MIN,2021-11-25 11:40:00,93.9
10MIN,2021-11-25 11:50:00,94.05
10MIN,2021-11-25 12:00:00,94.2
10MIN,2021-11-25 12:10:00,94
10MIN,2021-11-25 12:20:00,93.825
10MIN,2021-11-25 12:30:00,93.425
10MIN,2021-11-25 12:40:00,93.725
10MIN,2021-11-25 12:50:00,93.425
10MIN,2021-11-25 13:00:00,93.7
10MIN,2021-11-25 13:10:00,93.8
10MIN,2021-11-25 13:20:00,93.625
10MIN,2021-11-25 13:30:00,93.5
10MIN,2021-11-25 13:40:00,93.45
10MIN,2021-11-25 13:50:00,93.5
10MIN,2021-11-25 14:00:00,93.4
10MIN,2021-11-25 14:10:00,93.4
10MIN,2021-11-25 14:20:00,93.75
10MIN,2021-11-25 14:30:00,93.5
10MIN,2021-11-25 14:40:00,93.65
10MIN,2021-11-25 14:50:00,93.5
10MIN,2021-11-25 15:00:00,94.225
10MIN,2021-11-25 15:10:00,94.175
10MIN,2021-11-25 15:20:00,94.3
10MIN,2021-11-25 15:30:00,93.8
10MIN,2021-11-25 15:40:00,94.025
10MIN,2021-11-25 15:50:00,93.7
10MIN,2021-11-25 16:00:00,93.325
10MIN,2021-11-25 16:10:00,92.8
10MIN,2021-11-25 16:20:00,91.9
10MIN,2021-11-25 16:30:00,92.5
10MIN,2021-11-25 16:40:00,92.3
10MIN,2021-11-25 16:50:00,92.4
10MIN,2021-11-26 07:00:00,NULL
10MIN,2021-11-26 07:10:00,90
10MIN,2021-11-26 07:20:00,90.5
10MIN,2021-11-26 07:30:00,91.3
10MIN,2021-11-26 07:40:00,91.45
10MIN,2021-11-26 07:50:00,90.8
10MIN,2021-11-26 08:00:00,90.4
10MIN,2021-11-26 08:10:00,90.825
10MIN,2021-11-26 08:20:00,90.75
10MIN,2021-11-26 08:30:00,91.2
10MIN,2021-11-26 08:40:00,91
10MIN,2021-11-26 08:50:00,91.25
10MIN,2021-11-26 09:00:00,90.9
10MIN,2021-11-26 09:10:00,90.95
10MIN,2021-11-26 09:20:00,91.15
10MIN,2021-11-26 09:30:00,90.4
10MIN,2021-11-26 09:40:00,90.025
10MIN,2021-11-26 09:50:00,89.5
10MIN,2021-11-26 10:00:00,89.6
10MIN,2021-11-26 10:10:00,89.6
10MIN,2021-11-26 10:20:00,89
10MIN,2021-11-26 10:30:00,89.075
10MIN,2021-11-26 10:40:00,89.325
10MIN,2021-11-26 10:50:00,89.625
10MIN,2021-11-26 11:00:00,90.2
10MIN,2021-11-26 11:10:00,90.85
10MIN,2021-11-26 11:20:00,90.775
10MIN,2021-11-26 11:30:00,90.65
10MIN,2021-11-26 11:40:00,90.85
10MIN,2021-11-26 11:50:00,90.7
10MIN,2021-11-26 12:00:00,90.5
10MIN,2021-11-26 12:10:00,90.2
10MIN,2021-11-26 12:20:00,90.3
10MIN,2021-11-26 12:30:00,90.5
10MIN,2021-11-26 12:40:00,90.6
10MIN,2021-11-26 12:50:00,90.575
10MIN,2021-11-26 13:00:00,90.6
10MIN,2021-11-26 13:10:00,90.225
10MIN,2021-11-26 13:20:00,90.2
10MIN,2021-11-26 13:30:00,90.4
10MIN,2021-11-26 13:40:00,90.4
10MIN,2021-11-26 13:50:00,90.5
10MIN,2021-11-26 14:00:00,90.05
10MIN,2021-11-26 14:10:00,90.15
10MIN,2021-11-26 14:20:00,89.925
10MIN,2021-11-26 14:30:00,89.425
10MIN,2021-11-26 14:40:00,89.45
10MIN,2021-11-26 14:50:00,89.9
10MIN,2021-11-26 15:00:00,89.825
10MIN,2021-11-26 15:10:00,89.6
10MIN,2021-11-26 15:20:00,89.925
10MIN,2021-11-26 15:30:00,89.525
10MIN,2021-11-26 15:40:00,89.25
10MIN,2021-11-26 15:50:00,89
10MIN,2021-11-26 16:00:00,88.2
10MIN,2021-11-26 16:10:00,87.5
10MIN,2021-11-26 16:20:00,87.525
10MIN,2021-11-26 16:30:00,87.95
10MIN,2021-11-26 16:40:00,88.3
10MIN,2021-11-26 16:50:00,88.575
10MIN,2021-11-29 07:00:00,92
10MIN,2021-11-29 07:10:00,93.5
10MIN,2021-11-29 07:20:00,94
10MIN,2021-11-29 07:30:00,94
10MIN,2021-11-29 07:40:00,95.4
10MIN,2021-11-29 07:50:00,NULL
10MIN,2021-11-29 08:00:00,94.4
10MIN,2021-11-29 08:10:00,95
10MIN,2021-11-29 08:20:00,94.475
10MIN,2021-11-29 08:30:00,94.75
10MIN,2021-11-29 08:40:00,94.6
10MIN,2021-11-29 08:50:00,95.175
10MIN,2021-11-29 09:00:00,95.275
10MIN,2021-11-29 09:10:00,95
10MIN,2021-11-29 09:20:00,95.1
10MIN,2021-11-29 09:30:00,95
10MIN,2021-11-29 09:40:00,94.6
10MIN,2021-11-29 09:50:00,94.45
10MIN,2021-11-29 10:00:00,94
10MIN,2021-11-29 10:10:00,94.2
10MIN,2021-11-29 10:20:00,94.325
10MIN,2021-11-29 10:30:00,94.3
10MIN,2021-11-29 10:40:00,94.6
10MIN,2021-11-29 10:50:00,94.475
10MIN,2021-11-29 11:00:00,94.5
10MIN,2021-11-29 11:10:00,94.5
10MIN,2021-11-29 11:20:00,94.425
10MIN,2021-11-29 11:30:00,94.5
10MIN,2021-11-29 11:40:00,94.275
10MIN,2021-11-29 11:50:00,94.3
10MIN,2021-11-29 12:00:00,94.35
10MIN,2021-11-29 12:10:00,93.7
10MIN,2021-11-29 12:20:00,93
10MIN,2021-11-29 12:30:00,93.475
10MIN,2021-11-29 12:40:00,93.275
10MIN,2021-11-29 12:50:00,92.9
10MIN,2021-11-29 13:00:00,92.35
10MIN,2021-11-29 13:10:00,93.075
10MIN,2021-11-29 13:20:00,92.625
10MIN,2021-11-29 13:30:00,92.575
10MIN,2021-11-29 13:40:00,92.525
10MIN,2021-11-29 13:50:00,92.525
10MIN,2021-11-29 14:00:00,92.45
10MIN,2021-11-29 14:10:00,92.75
10MIN,2021-11-29 14:20:00,92.9
10MIN,2021-11-29 14:30:00,92.675
10MIN,2021-11-29 14:40:00,92.4
10MIN,2021-11-29 14:50:00,92.65
10MIN,2021-11-29 15:00:00,92.65
10MIN,2021-11-29 15:10:00,92.525
10MIN,2021-11-29 15:20:00,92.375
10MIN,2021-11-29 15:30:00,93.55
10MIN,2021-11-29 15:40:00,93.675
10MIN,2021-11-29 15:50:00,94.45
10MIN,2021-11-29 16:00:00,93.75
10MIN,2021-11-29 16:10:00,93.25
10MIN,2021-11-29 16:20:00,93.075
10MIN,2021-11-29 16:30:00,93.975
10MIN,2021-11-29 16:40:00,94.375
10MIN,2021-11-29 16:50:00,94.5
10MIN,2021-11-30 07:00:00,NULL
10MIN,2021-11-30 07:10:00,NULL
10MIN,2021-11-30 07:20:00,NULL
10MIN,2021-11-30 07:30:00,NULL
10MIN,2021-11-30 07:40:00,97.25
10MIN,2021-11-30 07:50:00,NULL
10MIN,2021-11-30 08:00:00,97.025
10MIN,2021-11-30 08:10:00,96.95
10MIN,2021-11-30 08:20:00,97.15
10MIN,2021-11-30 08:30:00,97.175
10MIN,2021-11-30 08:40:00,97.3
10MIN,2021-11-30 08:50:00,98.5
10MIN,2021-11-30 09:00:00,98.975
10MIN,2021-11-30 09:10:00,99.9
10MIN,2021-11-30 09:20:00,98.7
10MIN,2021-11-30 09:30:00,99.1
10MIN,2021-11-30 09:40:00,99.075
10MIN,2021-11-30 09:50:00,99
10MIN,2021-11-30 10:00:00,99.125
10MIN,2021-11-30 10:10:00,99
10MIN,2021-11-30 10:20:00,98.4
10MIN,2021-11-30 10:30:00,98.45
